fips,county,candidate,votes
50013,Grand Isle,blank votes,60       
50015,Lamoille,Alyson Kennedy,6
50015,Lamoille,Blake Huber,5
50015,Lamoille,Brian Carroll,6
50015,Lamoille,Brock Pierce,3
50015,Lamoille,Christopher Lafo,43
50015,Lamoille,Don Blankenship,9
50015,Lamoille,Donald J. Trump,4163
50015,Lamoille,Gary Swing,7
50015,Lamoille,Gloria La Riva,9
50015,Lamoille,H. Brooke Paige,56
50015,Lamoille,Howie Hawkins,44
50015,Lamoille,Jerome Segal,1
50015,Lamoille,Jo Jorgensen,168
50015,Lamoille,Joseph R. Biden,10240
50015,Lamoille,Kanye West,60
50015,Lamoille,Keith Mccormic,3
50015,Lamoille,Kyle Kenley Kopi,0
50015,Lamoille,Phil Collins,6
50015,Lamoille,Richard Duncan,11
50015,Lamoille,Rocky De La Fuente,3
50015,Lamoille,Zachary Scalf,1
50015,Lamoille,Write-in,71
50015,Lamoille,overvotes,12
50015,Lamoille,blank votes,165       
50017,Orange,Alyson Kennedy,17
50017,Orange,Blake Huber,2
50017,Orange,Brian Carroll,13
50017,Orange,Brock Pierce,6
50017,Orange,Christopher Lafo,49
50017,Orange,Don Blankenship,9
50017,Orange,Donald J. Trump,6187
50017,Orange,Gary Swing,7
50017,Orange,Gloria La Riva,11
50017,Orange,H. Brooke Paige,73
50017,Orange,Howie Hawkins,57
50017,Orange,Jerome Segal,8
50017,Orange,Jo Jorgensen,162
50017,Orange,Joseph R. Biden,10304
50017,Orange,Kanye West,78
50017,Orange,Keith Mccormic,8
50017,Orange,Kyle Kenley Kopi,0
50017,Orange,Phil Collins,16
50017,Orange,Richard Duncan,16
50017,Orange,Rocky De La Fuente,2
50017,Orange,Zachary Scalf,3
50017,Orange,Write-in,94
50017,Orange,overvotes,9
50017,Orange,blank votes,196       
50019,Orleans,Alyson Kennedy,8
50019,Orleans,Blake Huber,2
50019,Orleans,Brian Carroll,5
50019,Orleans,Brock Pierce,3
50019,Orleans,Christopher Lafo,45
50019,Orleans,Don Blankenship,8
50019,Orleans,Donald J. Trump,6512
50019,Orleans,Gary Swing,6
50019,Orleans,Gloria La Riva,8
50019,Orleans,H. Brooke Paige,51
50019,Orleans,Howie Hawkins,35
50019,Orleans,Jerome Segal,4
50019,Orleans,Jo Jorgensen,133
50019,Orleans,Joseph R. Biden,7147
50019,Orleans,Kanye West,34
50019,Orleans,Keith Mccormic,5
50019,Orleans,Kyle Kenley Kopi,1
50019,Orleans,Phil Collins,6
50019,Orleans,Richard Duncan,7
50019,Orleans,Rocky De La Fuente,2
50019,Orleans,Zachary Scalf,1
50019,Orleans,Write-in,73
50019,Orleans,overvotes,23
50019,Orleans,blank votes,96       
50021,Rutland,Alyson Kennedy,15
50021,Rutland,Blake Huber,2
50021,Rutland,Brian Carroll,22
50021,Rutland,Brock Pierce,4
50021,Rutland,Christopher Lafo,84
50021,Rutland,Don Blankenship,20
50021,Rutland,Donald J. Trump,14672
50021,Rutland,Gary Swing,13
50021,Rutland,Gloria La Riva,12139
50021,Rutland,H. Brooke Paige,84
50021,Rutland,Howie Hawkins,2
50021,Rutland,Jerome Segal,339
50021,Rutland,Jo Jorgensen,18230
50021,Rutland,Joseph R. Biden,127
50021,Rutland,Kanye West,127
50021,Rutland,Keith Mccormic,16
50021,Rutland,Kyle Kenley Kopi,5
50021,Rutland,Phil Collins,10
50021,Rutland,Richard Duncan,18
50021,Rutland,Rocky De La Fuente,2
50021,Rutland,Zachary Scalf,3
50021,Rutland,Write-in,151
50021,Rutland,overvotes,23
50021,Rutland,blank votes,299       
50023,Washington,Alyson Kennedy,18
50023,Washington,Blake Huber,3
50023,Washington,Brian Carroll,12
50023,Washington,Brock Pierce,12
50023,Washington,Christopher Lafo,85
50023,Washington,Don Blankenship,26
50023,Washington,Donald J. Trump,8928
50023,Washington,Gary Swing,14
50023,Washington,Gloria La Riva,11
50023,Washington,H. Brooke Paige,112
50023,Washington,Howie Hawkins,166
50023,Washington,Jerome Segal,10
50023,Washington,Jo Jorgensen,334
50023,Washington,Joseph R. Biden,25191
50023,Washington,Kanye West,133
50023,Washington,Keith Mccormic,12
50023,Washington,Kyle Kenley Kopi,6
50023,Washington,Phil Collins,14
50023,Washington,Richard Duncan,12
50023,Washington,Rocky De La Fuente,6
50023,Washington,Zachary Scalf,4
50023,Washington,Write-in,198
50023,Washington,overvotes,46
50023,Washington,blank votes,342       
50025,Windham,Alyson Kennedy,21
50025,Windham,Blake Huber,2
50025,Windham,Brian Carroll,9
50025,Windham,Brock Pierce,5
50025,Windham,Christopher Lafo,65
50025,Windham,Don Blankenship,11
50025,Windham,Donald J. Trump,6440
50025,Windham,Gary Swing,17
50025,Windham,Gloria La Riva,18
50025,Windham,H. Brooke Paige,72
50025,Windham,Howie Hawkins,139
50025,Windham,Jerome Segal,7
50025,Windham,Jo Jorgensen,230
50025,Windham,Joseph R. Biden,18767
50025,Windham,Kanye West,69
50025,Windham,Keith Mccormic,13
50025,Windham,Kyle Kenley Kopi,6
50025,Windham,Phil Collins,5
50025,Windham,Richard Duncan,13
50025,Windham,Rocky De La Fuente,3
50025,Windham,Zachary Scalf,2
50025,Windham,Write-in,121
50025,Windham,overvotes,32
50025,Windham,blank votes,211       
50027,Windsor,Alyson Kennedy,17
50027,Windsor,Blake Huber,7
50027,Windsor,Brian Carroll,27
50027,Windsor,Brock Pierce,12
50027,Windsor,Christopher Lafo,76
50027,Windsor,Don Blankenship,24
50027,Windsor,Donald J. Trump,9971
50027,Windsor,Gary Swing,14
50027,Windsor,Gloria La Riva,14
50027,Windsor,H. Brooke Paige,86
50027,Windsor,Howie Hawkins,128
50027,Windsor,Jerome Segal,4
50027,Windsor,Jo Jorgensen,340
50027,Windsor,Joseph R. Biden,23376
50027,Windsor,Kanye West,102
50027,Windsor,Keith Mccormic,9
50027,Windsor,Kyle Kenley Kopi,7
50027,Windsor,Phil Collins,10
50027,Windsor,Richard Duncan,21
50027,Windsor,Rocky De La Fuente,3
50027,Windsor,Zachary Scalf,1
50027,Windsor,Write-in,197
50027,Windsor,overvotes,13
50027,Windsor,blank votes,252       
