fips,county,candidate,votes
,Bolton,Joe R. Biden,1727
,Bolton,Shawn W. Howard,0
,Bolton,Kasey Wells,0
,Bolton,Kanye West,0
,Bolton,Mark Charles,0
,Bolton,Jeffrey John Klojzy Jr.,0
,Bolton,Jo Jorgensen,54
,Bolton,Brian T. Carroll,0
,Bolton,Mary Ruth Caro Simmons,0
,Bolton,Rocky De la Fuenta,0
,Bolton,Howie Hawkins,23
,Bolton,Karynn Weinstein,0
,Bozrah,Mary Ruth Caro Simmons,0
,Bozrah,Donald J. Trump,817
,Bozrah,Rocky De la Fuenta,0
,Bozrah,Howie Hawkins,5
,Bozrah,Brian T. Carroll,0
,Bozrah,Kasey Wells,0
,Bozrah,Shawn W. Howard,0
,Bozrah,Jeffrey John Klojzy Jr.,0
,Bozrah,Joe R. Biden,703
,Bozrah,Mark Charles,0
,Bozrah,Kanye West,0
,Bozrah,Jade Simmons,0
,Bozrah,Karynn Weinstein,0
,Bozrah,Jo Jorgensen,23
,Branford,Jeffrey John Klojzy Jr.,0
,Branford,Jade Simmons,1
,Branford,Howie Hawkins,68
,Branford,Mary Ruth Caro Simmons,0
,Branford,Kanye West,4
,Branford,Mark Charles,0
,Branford,Shawn W. Howard,0
,Branford,Donald J. Trump,7098
,Branford,Jo Jorgensen,178
,Branford,Kasey Wells,0
,Branford,Rocky De la Fuenta,1
,Branford,Karynn Weinstein,0
,Branford,Joe R. Biden,10562
,Branford,Brian T. Carroll,1
,Bridgeport,Brian T. Carroll,45
,Bridgeport,Karynn Weinstein,1
,Bridgeport,Kanye West,3
,Bridgeport,Jade Simmons,0
,Bridgeport,Howie Hawkins,153
,Bridgeport,Joe R. Biden,33515
,Bridgeport,Mary Ruth Caro Simmons,0
,Bridgeport,Rocky De la Fuenta,0
,Bridgeport,Mark Charles,0
,Bridgeport,Jo Jorgensen,200
,Bridgeport,Jeffrey John Klojzy Jr.,0
,Bridgeport,Shawn W. Howard,0
,Bridgeport,Donald J. Trump,8269
,Bridgeport,Kasey Wells,2
,Bridgewater,Howie Hawkins,7
,Bridgewater,Brian T. Carroll,0
,Bridgewater,Karynn Weinstein,0
,Bridgewater,Rocky De la Fuenta,0
,Bridgewater,Jo Jorgensen,10
,Bridgewater,Mary Ruth Caro Simmons,0
,Bridgewater,Donald J. Trump,549
,Bridgewater,Jeffrey John Klojzy Jr.,0
,Bridgewater,Jade Simmons,0
,Bridgewater,Joe R. Biden,667
,Bridgewater,Mark Charles,0
,Bridgewater,Kanye West,0
,Bridgewater,Shawn W. Howard,0
,Bridgewater,Kasey Wells,0
,Bristol,Shawn W. Howard,0
,Bristol,Joe R. Biden,15462
,Bristol,Rocky De la Fuenta,0
,Bristol,Mark Charles,0
,Bristol,Brian T. Carroll,17
,Bristol,Kasey Wells,0
,Bristol,Donald J. Trump,13834
,Bristol,Jo Jorgensen,357
,Bristol,Howie Hawkins,121
,Bristol,Karynn Weinstein,0
,Bristol,Jade Simmons,2
,Bristol,Jeffrey John Klojzy Jr.,0
,Bristol,Mary Ruth Caro Simmons,1
,Bristol,Kanye West,5
,Brookfield,Mark Charles,0
,Brookfield,Howie Hawkins,39
,Brookfield,Jade Simmons,0
,Brookfield,Joe R. Biden,5426
,Brookfield,Shawn W. Howard,0
,Brookfield,Kasey Wells,0
,Brookfield,Jeffrey John Klojzy Jr.,0
,Brookfield,Mary Ruth Caro Simmons,0
,Brookfield,Rocky De la Fuenta,0
,Brookfield,Karynn Weinstein,0
,Brookfield,Jo Jorgensen,111
,Brookfield,Brian T. Carroll,1
,Brookfield,Donald J. Trump,5226
,Brookfield,Kanye West,4
,Brooklyn,Joe R. Biden,1876
,Brooklyn,Karynn Weinstein,0
,Brooklyn,Howie Hawkins,13
,Brooklyn,Jo Jorgensen,70
,Brooklyn,Mark Charles,0
,Brooklyn,Donald J. Trump,2262
,Brooklyn,Shawn W. Howard,0
,Brooklyn,Rocky De la Fuenta,0
,Brooklyn,Kasey Wells,0
,Brooklyn,Kanye West,1
,Brooklyn,Jeffrey John Klojzy Jr.,0
,Brooklyn,Mary Ruth Caro Simmons,0
,Brooklyn,Jade Simmons,0
,Brooklyn,Brian T. Carroll,0
,Burlington,Kanye West,2
,Burlington,Jeffrey John Klojzy Jr.,0
,Burlington,Jo Jorgensen,76
,Burlington,Jade Simmons,0
,Burlington,Mark Charles,0
,Burlington,Donald J. Trump,3034
,Burlington,Kasey Wells,0
,Burlington,Rocky De la Fuenta,0
,Burlington,Howie Hawkins,22
,Burlington,Brian T. Carroll,0
,Burlington,Mary Ruth Caro Simmons,0
,Burlington,Shawn W. Howard,0
,Burlington,Joe R. Biden,3099
,Burlington,Karynn Weinstein,0
,Canaan,Kanye West,1
,Canaan,Kasey Wells,0
,Canaan,Shawn W. Howard,0
,Canaan,Jo Jorgensen,6
,Canaan,Mark Charles,0
,Canaan,Joe R. Biden,437
,Canaan,Brian T. Carroll,0
,Canaan,Rocky De la Fuenta,0
,Canaan,Karynn Weinstein,0
,Canaan,Donald J. Trump,209
,Canaan,Mary Ruth Caro Simmons,0
,Canaan,Jeffrey John Klojzy Jr.,0
,Canaan,Howie Hawkins,2
,Canaan,Jade Simmons,0
,Canterbury,Kasey Wells,0
,Canterbury,Mark Charles,0
,Canterbury,Shawn W. Howard,0
,Canterbury,Jeffrey John Klojzy Jr.,0
,Canterbury,Mary Ruth Caro Simmons,0
,Canterbury,Rocky De la Fuenta,0
,Canterbury,Howie Hawkins,17
,Canterbury,Kanye West,0
,Canterbury,Brian T. Carroll,0
,Canterbury,Jo Jorgensen,58
,Canterbury,Donald J. Trump,1755
,Canterbury,Joe R. Biden,1182
,Canterbury,Jade Simmons,0
,Canterbury,Karynn Weinstein,0
,Canton,Brian T. Carroll,0
,Canton,Mary Ruth Caro Simmons,0
,Canton,Mark Charles,0
,Canton,Shawn W. Howard,0
,Canton,Kanye West,2
,Canton,Rocky De la Fuenta,0
,Canton,Jo Jorgensen,97
,Canton,Howie Hawkins,23
,Canton,Kasey Wells,0
,Canton,Jeffrey John Klojzy Jr.,0
,Canton,Karynn Weinstein,0
,Canton,Jade Simmons,0
,Canton,Donald J. Trump,2663
,Canton,Joe R. Biden,3878
,Chaplin,Shawn W. Howard,0
,Chaplin,Brian T. Carroll,0
,Chaplin,Mary Ruth Caro Simmons,0
,Chaplin,Howie Hawkins,8
,Chaplin,Jade Simmons,0
,Chaplin,Jeffrey John Klojzy Jr.,0
,Chaplin,Joe R. Biden,598
,Chaplin,Jo Jorgensen,22
,Chaplin,Kanye West,0
,Chaplin,Karynn Weinstein,0
,Chaplin,Donald J. Trump,662
,Chaplin,Kasey Wells,0
,Chaplin,Mark Charles,0
,Chaplin,Rocky De la Fuenta,0
,Cheshire,Jo Jorgensen,237
,Cheshire,Jade Simmons,0
,Cheshire,Howie Hawkins,86
,Cheshire,Joe R. Biden,9745
,Cheshire,Karynn Weinstein,0
,Cheshire,Brian T. Carroll,0
,Cheshire,Jeffrey John Klojzy Jr.,0
,Cheshire,Shawn W. Howard,1
,Cheshire,Mary Ruth Caro Simmons,0
,Cheshire,Mark Charles,0
,Cheshire,Donald J. Trump,7349
,Cheshire,Kanye West,0
,Cheshire,Kasey Wells,0
,Cheshire,Rocky De la Fuenta,0
,Chester,Brian T. Carroll,1
,Chester,Jeffrey John Klojzy Jr.,0
,Chester,Shawn W. Howard,0
,Chester,Joe R. Biden,1701
,Chester,Mark Charles,0
,Chester,Jade Simmons,1
,Chester,Jo Jorgensen,29
,Chester,Kanye West,0
,Chester,Donald J. Trump,853
,Chester,Howie Hawkins,11
,Chester,Karynn Weinstein,0
,Chester,Kasey Wells,0
,Chester,Mary Ruth Caro Simmons,0
,Chester,Rocky De la Fuenta,0
,Clinton,Kanye West,0
,Clinton,Kasey Wells,0
,Clinton,Mark Charles,0
,Clinton,Mary Ruth Caro Simmons,0
,Clinton,Joe R. Biden,4368
,Clinton,Shawn W. Howard,0
,Clinton,Jade Simmons,0
,Clinton,Brian T. Carroll,0
,Clinton,Rocky De la Fuenta,0
,Clinton,Howie Hawkins,25
,Clinton,Jeffrey John Klojzy Jr.,0
,Clinton,Donald J. Trump,3312
,Clinton,Karynn Weinstein,0
,Clinton,Jo Jorgensen,99
,Colchester,Jeffrey John Klojzy Jr.,0
,Colchester,Karynn Weinstein,0
,Colchester,Mary Ruth Caro Simmons,0
,Colchester,Brian T. Carroll,0
,Colchester,Kanye West,0
,Colchester,Kasey Wells,0
,Colchester,Rocky De la Fuenta,0
,Colchester,Jo Jorgensen,178
,Colchester,Mark Charles,0
,Colchester,Donald J. Trump,4243
,Colchester,Howie Hawkins,54
,Colchester,Joe R. Biden,5216
,Colchester,Shawn W. Howard,0
,Colchester,Jade Simmons,0
,Colebrook,Shawn W. Howard,0
,Colebrook,Mark Charles,0
,Colebrook,Kasey Wells,0
,Colebrook,Joe R. Biden,403
,Colebrook,Jeffrey John Klojzy Jr.,0
,Colebrook,Jo Jorgensen,19
,Colebrook,Jade Simmons,0
,Colebrook,Kanye West,0
,Colebrook,Howie Hawkins,3
,Colebrook,Donald J. Trump,563
,Colebrook,Brian T. Carroll,0
,Colebrook,Mary Ruth Caro Simmons,0
,Colebrook,Karynn Weinstein,0
,Colebrook,Rocky De la Fuenta,0
,Columbia,Howie Hawkins,18
,Columbia,Joe R. Biden,1888
,Columbia,Mark Charles,0
,Columbia,Mary Ruth Caro Simmons,0
,Columbia,Kanye West,0
,Columbia,Rocky De la Fuenta,0
,Columbia,Jade Simmons,1
,Columbia,Jo Jorgensen,61
,Columbia,Kasey Wells,0
,Columbia,Brian T. Carroll,0
,Columbia,Jeffrey John Klojzy Jr.,0
,Columbia,Donald J. Trump,1600
,Columbia,Karynn Weinstein,0
,Columbia,Shawn W. Howard,0
,Cornwall,Kasey Wells,0
,Cornwall,Mark Charles,0
,Cornwall,Howie Hawkins,13
,Cornwall,Jo Jorgensen,9
,Cornwall,Joe R. Biden,760
,Cornwall,Kanye West,0
,Cornwall,Rocky De la Fuenta,0
,Cornwall,Karynn Weinstein,0
,Cornwall,Brian T. Carroll,0
,Cornwall,Donald J. Trump,250
,Cornwall,Mary Ruth Caro Simmons,0
,Cornwall,Jeffrey John Klojzy Jr.,0
,Cornwall,Jade Simmons,0
,Cornwall,Shawn W. Howard,0
,Coventry,Donald J. Trump,3545
,Coventry,Jade Simmons,0
,Coventry,Howie Hawkins,49
,Coventry,Shawn W. Howard,0
,Coventry,Rocky De la Fuenta,0
,Coventry,Joe R. Biden,4011
,Coventry,Jeffrey John Klojzy Jr.,0
,Coventry,Kanye West,7
,Coventry,Mary Ruth Caro Simmons,0
,Coventry,Mark Charles,0
,Coventry,Kasey Wells,0
,Coventry,Karynn Weinstein,0
,Coventry,Brian T. Carroll,6
,Coventry,Jo Jorgensen,154
,Cromwell,Joe R. Biden,4872
,Cromwell,Karynn Weinstein,0
,Cromwell,Donald J. Trump,3749
,Cromwell,Mark Charles,0
,Cromwell,Howie Hawkins,42
,Cromwell,Jade Simmons,0
,Cromwell,Rocky De la Fuenta,0
,Cromwell,Jo Jorgensen,110
,Cromwell,Mary Ruth Caro Simmons,0
,Cromwell,Shawn W. Howard,0
,Cromwell,Brian T. Carroll,5
,Cromwell,Jeffrey John Klojzy Jr.,0
,Cromwell,Kasey Wells,0
,Cromwell,Kanye West,5
,Danbury,Shawn W. Howard,1
,Danbury,Howie Hawkins,100
,Danbury,Brian T. Carroll,0
,Danbury,Donald J. Trump,12788
,Danbury,Jo Jorgensen,261
,Danbury,Rocky De la Fuenta,0
,Danbury,Jeffrey John Klojzy Jr.,0
,Danbury,Kanye West,2
,Danbury,Joe R. Biden,18869
,Danbury,Karynn Weinstein,0
,Danbury,Kasey Wells,0
,Danbury,Mary Ruth Caro Simmons,0
,Danbury,Mark Charles,0
,Danbury,Jade Simmons,0
,Darien,Brian T. Carroll,0
,Darien,Kasey Wells,0
,Darien,Jade Simmons,0
,Darien,Shawn W. Howard,0
,Darien,Kanye West,0
,Darien,Rocky De la Fuenta,0
,Darien,Joe R. Biden,7876
,Darien,Mary Ruth Caro Simmons,0
,Darien,Howie Hawkins,47
,Darien,Mark Charles,0
,Darien,Karynn Weinstein,0
,Darien,Donald J. Trump,4921
,Darien,Jo Jorgensen,174
,Darien,Jeffrey John Klojzy Jr.,0
,Deep River,Rocky De la Fuenta,0
,Deep River,Howie Hawkins,12
,Deep River,Jo Jorgensen,29
,Deep River,Jade Simmons,0
,Deep River,Kasey Wells,0
,Deep River,Donald J. Trump,1076
,Deep River,Brian T. Carroll,0
,Deep River,Karynn Weinstein,0
,Deep River,Joe R. Biden,1785
,Deep River,Shawn W. Howard,0
,Deep River,Mark Charles,0
,Deep River,Mary Ruth Caro Simmons,0
,Deep River,Kanye West,0
,Deep River,Jeffrey John Klojzy Jr.,0
,Derby,Kasey Wells,0
,Derby,Jo Jorgensen,49
,Derby,Jade Simmons,0
,Derby,Howie Hawkins,17
,Derby,Shawn W. Howard,0
,Derby,Kanye West,0
,Derby,Donald J. Trump,2749
,Derby,Rocky De la Fuenta,0
,Derby,Jeffrey John Klojzy Jr.,0
,Derby,Brian T. Carroll,0
,Derby,Joe R. Biden,2963
,Derby,Mark Charles,0
,Derby,Mary Ruth Caro Simmons,0
,Derby,Karynn Weinstein,0
,Durham,Donald J. Trump,2330
,Durham,Mark Charles,0
,Durham,Kasey Wells,0
,Durham,Jade Simmons,0
,Durham,Karynn Weinstein,0
,Durham,Jeffrey John Klojzy Jr.,0
,Durham,Joe R. Biden,2363
,Durham,Howie Hawkins,22
,Durham,Jo Jorgensen,65
,Durham,Rocky De la Fuenta,0
,Durham,Kanye West,2
,Durham,Brian T. Carroll,0
,Durham,Mary Ruth Caro Simmons,0
,Durham,Shawn W. Howard,0
,E. Granby,Rocky De la Fuenta,0
,E. Granby,Jeffrey John Klojzy Jr.,0
,E. Granby,Joe R. Biden,1789
,E. Granby,Jade Simmons,0
,E. Granby,Howie Hawkins,15
,E. Granby,Shawn W. Howard,0
,E. Granby,Mark Charles,0
,E. Granby,Kanye West,0
,E. Granby,Kasey Wells,0
,E. Granby,Jo Jorgensen,55
,E. Granby,Mary Ruth Caro Simmons,0
,E. Granby,Karynn Weinstein,0
,E. Granby,Donald J. Trump,1405
,E. Granby,Brian T. Carroll,0
,E. Haddam,Brian T. Carroll,0
,E. Haddam,Karynn Weinstein,0
,E. Haddam,Kasey Wells,0
,E. Haddam,Mark Charles,0
,E. Haddam,Shawn W. Howard,0
,E. Haddam,Joe R. Biden,2980
,E. Haddam,Donald J. Trump,2731
,E. Haddam,Kanye West,1
,E. Haddam,Jade Simmons,0
,E. Haddam,Rocky De la Fuenta,0
,E. Haddam,Howie Hawkins,25
,E. Haddam,Mary Ruth Caro Simmons,0
,E. Haddam,Jo Jorgensen,88
,E. Haddam,Jeffrey John Klojzy Jr.,0
,E. Hampton,Karynn Weinstein,0
,E. Hampton,Jade Simmons,0
,E. Hampton,Brian T. Carroll,3
,E. Hampton,Jo Jorgensen,139
,E. Hampton,Rocky De la Fuenta,1
,E. Hampton,Donald J. Trump,3746
,E. Hampton,Jeffrey John Klojzy Jr.,0
,E. Hampton,Kanye West,0
,E. Hampton,Kasey Wells,0
,E. Hampton,Mark Charles,0
,E. Hampton,Howie Hawkins,48
,E. Hampton,Mary Ruth Caro Simmons,0
,E. Hampton,Joe R. Biden,4051
,E. Hampton,Shawn W. Howard,0
,E. Hartford,Kanye West,1
,E. Hartford,Shawn W. Howard,0
,E. Hartford,Brian T. Carroll,1
,E. Hartford,Howie Hawkins,67
,E. Hartford,Joe R. Biden,14787
,E. Hartford,Jeffrey John Klojzy Jr.,0
,E. Hartford,Jo Jorgensen,227
,E. Hartford,Jade Simmons,0
,E. Hartford,Rocky De la Fuenta,0
,E. Hartford,Kasey Wells,0
,E. Hartford,Mary Ruth Caro Simmons,0
,E. Hartford,Mark Charles,0
,E. Hartford,Karynn Weinstein,0
,E. Hartford,Donald J. Trump,5524
,E. Haven,Mary Ruth Caro Simmons,0
,E. Haven,Jade Simmons,0
,E. Haven,Howie Hawkins,58
,E. Haven,Mark Charles,0
,E. Haven,Rocky De la Fuenta,0
,E. Haven,Karynn Weinstein,0
,E. Haven,Donald J. Trump,7572
,E. Haven,Jo Jorgensen,111
,E. Haven,Joe R. Biden,6757
,E. Haven,Shawn W. Howard,0
,E. Haven,Jeffrey John Klojzy Jr.,0
,E. Haven,Kanye West,1
,E. Haven,Kasey Wells,0
,E. Haven,Brian T. Carroll,2
,E. Lyme,Jo Jorgensen,145
,E. Lyme,Jeffrey John Klojzy Jr.,0
,E. Lyme,Mary Ruth Caro Simmons,0
,E. Lyme,Kasey Wells,0
,E. Lyme,Brian T. Carroll,0
,E. Lyme,Howie Hawkins,36
,E. Lyme,Mark Charles,0
,E. Lyme,Karynn Weinstein,0
,E. Lyme,Kanye West,0
,E. Lyme,Shawn W. Howard,0
,E. Lyme,Jade Simmons,0
,E. Lyme,Joe R. Biden,7290
,E. Lyme,Donald J. Trump,4285
,E. Lyme,Rocky De la Fuenta,0
,E. Windsor,Kanye West,0
,E. Windsor,Jeffrey John Klojzy Jr.,0
,E. Windsor,Donald J. Trump,2541
,E. Windsor,Brian T. Carroll,1
,E. Windsor,Jade Simmons,0
,E. Windsor,Karynn Weinstein,0
,E. Windsor,Joe R. Biden,3008
,E. Windsor,Mark Charles,0
,E. Windsor,Kasey Wells,0
,E. Windsor,Shawn W. Howard,0
,E. Windsor,Mary Ruth Caro Simmons,0
,E. Windsor,Howie Hawkins,20
,E. Windsor,Rocky De la Fuenta,0
,E. Windsor,Jo Jorgensen,82
,Eastford,Shawn W. Howard,0
,Eastford,Jo Jorgensen,23
,Eastford,Brian T. Carroll,0
,Eastford,Howie Hawkins,8
,Eastford,Joe R. Biden,464
,Eastford,Mary Ruth Caro Simmons,0
,Eastford,Rocky De la Fuenta,0
,Eastford,Jeffrey John Klojzy Jr.,0
,Eastford,Jade Simmons,0
,Eastford,Mark Charles,0
,Eastford,Kanye West,0
,Eastford,Kasey Wells,0
,Eastford,Karynn Weinstein,0
,Eastford,Donald J. Trump,572
,Easton,Donald J. Trump,2178
,Easton,Mark Charles,0
,Easton,Shawn W. Howard,0
,Easton,Howie Hawkins,19
,Easton,Jo Jorgensen,46
,Easton,Karynn Weinstein,0
,Easton,Rocky De la Fuenta,0
,Easton,Brian T. Carroll,0
,Easton,Kanye West,2
,Easton,Kasey Wells,1
,Easton,Jeffrey John Klojzy Jr.,0
,Easton,Jade Simmons,0
,Easton,Joe R. Biden,2777
,Easton,Mary Ruth Caro Simmons,0
,Ellington,Jeffrey John Klojzy Jr.,0
,Ellington,Karynn Weinstein,0
,Ellington,Kanye West,5
,Ellington,Shawn W. Howard,0
,Ellington,Mark Charles,1
,Ellington,Jade Simmons,1
,Ellington,Kasey Wells,0
,Ellington,Rocky De la Fuenta,0
,Ellington,Donald J. Trump,4515
,Ellington,Mary Ruth Caro Simmons,0
,Ellington,Joe R. Biden,4787
,Ellington,Howie Hawkins,36
,Ellington,Brian T. Carroll,4
,Ellington,Jo Jorgensen,142
,Enfield,Kasey Wells,0
,Enfield,Karynn Weinstein,0
,Enfield,Kanye West,6
,Enfield,Brian T. Carroll,5
,Enfield,Jeffrey John Klojzy Jr.,0
,Enfield,Rocky De la Fuenta,0
,Enfield,Mark Charles,0
,Enfield,Shawn W. Howard,0
,Enfield,Joe R. Biden,11263
,Enfield,Jade Simmons,0
,Enfield,Howie Hawkins,85
,Enfield,Donald J. Trump,9298
,Enfield,Jo Jorgensen,272
,Enfield,Mary Ruth Caro Simmons,0
,Essex,Karynn Weinstein,0
,Essex,Shawn W. Howard,0
,Essex,Kanye West,2
,Essex,Brian T. Carroll,0
,Essex,Kasey Wells,0
,Essex,Jo Jorgensen,44
,Essex,Mark Charles,0
,Essex,Jeffrey John Klojzy Jr.,0
,Essex,Jade Simmons,0
,Essex,Mary Ruth Caro Simmons,0
,Essex,Rocky De la Fuenta,0
,Essex,Joe R. Biden,3011
,Essex,Howie Hawkins,23
,Essex,Donald J. Trump,1635
,Fairfield,Brian T. Carroll,1
,Fairfield,Kanye West,7
,Fairfield,Jeffrey John Klojzy Jr.,0
,Fairfield,Jade Simmons,0
,Fairfield,Mary Ruth Caro Simmons,0
,Fairfield,Kasey Wells,0
,Fairfield,Joe R. Biden,22861
,Fairfield,Karynn Weinstein,0
,Fairfield,Howie Hawkins,116
,Fairfield,Mark Charles,0
,Fairfield,Shawn W. Howard,0
,Fairfield,Jo Jorgensen,377
,Fairfield,Rocky De la Fuenta,0
,Fairfield,Donald J. Trump,12052
,Farmington,Donald J. Trump,6160
,Farmington,Kanye West,3
,Farmington,Mark Charles,0
,Farmington,Jeffrey John Klojzy Jr.,0
,Farmington,Rocky De la Fuenta,0
,Farmington,Jade Simmons,0
,Farmington,Karynn Weinstein,0
,Farmington,Mary Ruth Caro Simmons,0
,Farmington,Jo Jorgensen,202
,Farmington,Kasey Wells,0
,Farmington,Brian T. Carroll,0
,Farmington,Joe R. Biden,9616
,Farmington,Howie Hawkins,56
,Farmington,Shawn W. Howard,0
,Franklin,Mark Charles,0
,Franklin,Jeffrey John Klojzy Jr.,0
,Franklin,Jo Jorgensen,28
,Franklin,Brian T. Carroll,0
,Franklin,Mary Ruth Caro Simmons,0
,Franklin,Karynn Weinstein,0
,Franklin,Donald J. Trump,674
,Franklin,Howie Hawkins,5
,Franklin,Rocky De la Fuenta,0
,Franklin,Joe R. Biden,553
,Franklin,Jade Simmons,0
,Franklin,Shawn W. Howard,0
,Franklin,Kanye West,1
,Franklin,Kasey Wells,0
,Glastonbury,Kasey Wells,0
,Glastonbury,Brian T. Carroll,0
,Glastonbury,Karynn Weinstein,0
,Glastonbury,Jeffrey John Klojzy Jr.,0
,Glastonbury,Howie Hawkins,96
,Glastonbury,Mark Charles,0
